Attraction_id,myAttraction_name,Combined_Attraction_Name,Attraction_name,User_Review_Score,Category,City,District,Number_of_Records,Place,State,Website,Formatted_Address,Lat,Lng,Pincode,Exc_frm_vislzn,Keywords
4210,Paliam Palace (Chendamangalam),Paliam Palace (Chendamangalam)-KeralaHeritage,Paliam Palace (Chendamangalam),4.05,Heritage,Kochi,Ernakulam District,1,Kochi (Cochin),Kerala,HolidayIQ,"Crockery Palace, Gujarathi Road, Mattancherry, Kochi, Ernakulam District, Kochi, Kerala",9.958042,76.255406,682002,No,#N/A
4211,Pallimana Temple,Pallimana Temple-KeralaHeritage,Pallimana Temple,NULL,Heritage,Thrissur,Thrissur District,1,Thrissur (Trichur),Kerala,HolidayIQ,"Temple, Thrissur Road, Sakthan, Laloor, Thrissur, Thrissur District, Thrissur, Kerala",10.517718,76.183972,680012,No,#N/A
4212,Pallipuram Fort,Pallipuram Fort-KeralaHeritage,Pallipuram Fort,3.51,Heritage,Kochi,Ernakulam District,1,Kochi (Cochin),Kerala,HolidayIQ,"Fort Muziris, Burgar Street, Fort Kochi, Kochi, Ernakulam District, Kochi, Kerala",9.96597,76.2425,682001,No,"['fort', 'ft', 'face', 'wall', 'height', 'cellar', 'powder', 'period', 'door', 'dimension', 'floor', 'lintel', 'island', 'ayikkotta', 'wood', 'extremity', 'side', 'ground', 'length', 'carving']"
4213,Panayadian Swamy Kovil,Panayadian Swamy Kovil-Tamil NaduHeritage,Panayadian Swamy Kovil,NULL,Heritage,NULL,Tirunelveli District,1,Tirunelveli,Tamil Nadu,HolidayIQ,"Panayadian Swamy Kovil, Tirunelveli, Tirunelveli District, Tamil Nadu",8.731543,77.630588,627010,No,#N/A
4214,Panch Dev And Shiva Mandir,Panch Dev And Shiva Mandir-HaryanaHeritage,Panch Dev And Shiva Mandir,NULL,Heritage,Ambala,Ambala District,1,Ambala,Haryana,HolidayIQ,"Panch Dev and Shiva Mandir, Mahesh Nagar, Ambala, Ambala District, Ambala, Haryana",30.33982,76.8624,133001,No,#N/A
4215,Panch Mahal ,Panch Mahal - Agra-Uttar PradeshHeritage,Panch Mahal - Agra,4.69,Heritage,Agra,Agra District,1,Agra,Uttar Pradesh,HolidayIQ,"Dhakri Ka Mahal, Sulahkul Nagar, Shahganj, Agra, Agra District, Agra, Uttar Pradesh",27.187516,77.971865,282002,No,"['floor', 'pavilion', 'pillar', 'stone', 'wind', 'storey', 'number', 'top', 'lady', 'stair', 'pleasure', 'court', 'architecture', 'wonder', 'km', 'tower', 'cab', 'badgir', 'complex', 'dome']"
4216,Panch Mandir,Panch Mandir-UttarakhandHeritage,Panch Mandir,NULL,Heritage,Rudrapur,Udham Singh Nagar District,1,Rudrapur,Uttarakhand,HolidayIQ,"Panch Mandir, Kichha, Udham Singh Nagar District, Rudrapur, Uttarakhand",28.975728,79.395629,263153,No,#N/A
4217,Panch Mukhi Dev Mandir,Panch Mukhi Dev Mandir-HaryanaHeritage,Panch Mukhi Dev Mandir,NULL,Heritage,Ambala,Ambala District,1,Ambala,Haryana,HolidayIQ,"Panch Mukhi Dev Mandir, Tribune Colony, Ambala, Ambala District, Ambala, Haryana",30.338708,76.851067,133001,No,#N/A
4218,Panch Mukhi Mandir,Panch Mukhi Mandir-JharkhandHeritage,Panch Mukhi Mandir,NULL,Heritage,Dhanbad,Dhanbad District,1,Dhanbad,Jharkhand,HolidayIQ,"Panch Mukhi Mandir, Master Para, CMPF Colony, Dhanbad Cum Kenduadih Cum Jagata, Dhanbad District, Dhanbad, Jharkhand",23.802104,86.447909,826001,No,#N/A
4219,Panch Mukhi Maruti Mandir,Panch Mukhi Maruti Mandir-MaharashtraHeritage,Panch Mukhi Maruti Mandir,NULL,Heritage,Pune,Pune District,1,Pune,Maharashtra,HolidayIQ,"Panch Mukhi Maruti Mandir, Rangarao Shirole Path, Shivaji Nagar, Pune City, Pune District, Pune, Maharashtra",18.524673,73.85188,411004,No,#N/A
4220,Panch Mukhi Shiv Mandir,Panch Mukhi Shiv Mandir-PunjabHeritage,Panch Mukhi Shiv Mandir,NULL,Heritage,Jalandhar,Jalandhar District,1,Jalandhar,Punjab,HolidayIQ,"Panch Mukhi Shiv Mandir, Ali Mohalla, Jalandhar I, Jalandhar District, Jalandhar, Punjab",31.33211,75.573032,144001,No,#N/A
4221,Panch Mukhi Temple,Panch Mukhi Temple-OdishaHeritage,Panch Mukhi Temple,NULL,Heritage,Konark,Puri District,1,Konark,Odisha,HolidayIQ,"Temple, Konark Road, Konark, Puri District, Konark, Odisha",19.882333,86.099172,752111,No,#N/A
4222,Panch Parmeshwar Mandir,Panch Parmeshwar Mandir-Himachal PradeshHeritage,Panch Parmeshwar Mandir,NULL,Heritage,NULL,Solan District,1,Solan,Himachal Pradesh,HolidayIQ,"Panch Parmeshwar Mandir, Kalka Shimla Road, Solan, Solan District, Himachal Pradesh",30.892076,77.089835,173229,No,#N/A
4223,Pancha Linga Mandir,Pancha Linga Mandir-MaharashtraHeritage,Pancha Linga Mandir,NULL,Heritage,Junnar,Pune District,1,Junnar,Maharashtra,HolidayIQ,"Pancha Linga Mandir, Haran Tekadi Road, Junnar, Pune District, Junnar, Maharashtra",19.206409,73.864192,410502,No,#N/A
4224,Pancha Rathas,Pancha Rathas-Tamil NaduHeritage,Pancha Rathas,4.35,Heritage,Mamallapuram,Kancheepuram District;Kanchipuram,1,Mahabalipuram,Tamil Nadu,HolidayIQ,"Pancha Rathas Shopping Complex, Tirukalukundram, Kancheepuram District, Mamallapuram, Tamil Nadu",12.62773663,80.19414467,603104,No,"['ratha', 'temple', 'carving', 'pillar', 'rock', 'stone', 'work', 'chaityas', 'portico', 'elephant', 'piece', 'century', 'hut', 'entrance', 'character', 'lion', 'rain', 'rathas', 'cave', 'goddess']"
4225,Panchalamkurichi Fort  Kattabomman Memorial Fort,Panchalamkurichi Fort  Kattabomman Memorial Fort-KeralaHeritage,Panchalamkurichi Fort  Kattabomman Memorial Fort,NULL,Heritage,Thiruvananthapuram,Thiruvananthapuram District,1,Thiruchendur,Kerala,HolidayIQ,"Ponnamma Thanu Pillai Memorial School, Tipu Street, Fort, Thiruvananthapuram, Thiruvananthapuram District, Thiruvananthapuram, Kerala",8.479845,76.944945,695023,No,"['fort', 'shrine', 'kingdom', 'goddess', 'brother', 'vicinity', 'premise', 'war', 'karrar', 'century', 'year', 'attraction', 'memory']"
4226,Panchamukha Anganeya Swamy Temple,Panchamukha Anganeya Swamy Temple-TelanganaHeritage,Panchamukha Anganeya Swamy Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Temple, Kanda Swamy Temple Lane, Kanda Swamy Bagh, Koti, Himayathnagar, Hyderabad District, Hyderabad, Telangana",17.387973,78.483103,500095,No,#N/A
4227,Panchamukhi Temple,Panchamukhi Temple-MaharashtraHeritage,Panchamukhi Temple,NULL,Heritage,Solapur,Solapur District,1,Solapur,Maharashtra,HolidayIQ,"Panchamukhi Temple, Bidi Gharkul, Rangraj Nagar, Solapur North, Solapur District, Solapur, Maharashtra",17.680443,75.945008,413005,No,#N/A
4228,Panchamukhi Veeranjaneya Swamy Temple,Panchamukhi Veeranjaneya Swamy Temple-Andhra PradeshHeritage,Panchamukhi Veeranjaneya Swamy Temple,NULL,Heritage,Adoni,Kurnool District,1,Adoni,Andhra Pradesh,HolidayIQ,"Panchamukhi Veeranjaneya Swamy Temple, TGLK Nagar, Adoni, Kurnool District, Adoni, Andhra Pradesh",15.6354,77.2667,518301,No,#N/A
4229,Pancharatha Temple,Pancharatha Temple-BiharHeritage,Pancharatha Temple,NULL,Heritage,Sonepur,Saran District,1,Sonepur,Bihar,HolidayIQ,"Dakshineswar Kali Temple, Sonepur, Saran District, Sonepur, Bihar",25.683093,85.19036,841101,No,#N/A
4230,Panchavati,Panchavati-MaharashtraHeritage,Panchavati,3.18,Heritage,Nashik,Nashik District,1,Nasik,Maharashtra,HolidayIQ,"Panchavati, Nashik, Nashik District, Nashik, Maharashtra",20.008404,73.794429,422003,No,#N/A
4231,Pancheshwar Mandir,Pancheshwar Mandir-GujaratHeritage,Pancheshwar Mandir,NULL,Heritage,Junagadh,Junagadh District,1,Junagadh,Gujarat,HolidayIQ,"Pancheshwar Mandir, Panchmeshawar, Kadiya Wad, Junagadh, Junagadh District, Junagadh, Gujarat",21.506149,70.470352,362001,No,#N/A
4232,Panchmukhi Anjanaswamy Temple,Panchmukhi Anjanaswamy Temple-KarnatakaHeritage,Panchmukhi Anjanaswamy Temple,NULL,Heritage,Mysuru,Mysore District,1,Mysore,Karnataka,HolidayIQ,"Panchmukhi Anjanaswamy Temple, Irwin Road, Kamatageri, Mandi Mohalla, Mysore, Mysore District, Mysuru, Karnataka",12.3144,76.6529,570021,No,#N/A
4233,Panchmukhi Ganapati Temple,Panchmukhi Ganapati Temple-KarnatakaHeritage,Panchmukhi Ganapati Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Ganapati Temple, Hebbagodi, Anekal, Bangalore District, Bengaluru, Karnataka",12.826411,77.681386,560099,No,#N/A
4234,Panchmukhi Ganesha Temple,Panchmukhi Ganesha Temple-KarnatakaHeritage,Panchmukhi Ganesha Temple,NULL,Heritage,Bengaluru,Bangalore District,1,Bangalore,Karnataka,HolidayIQ,"Ganesha Temple, Somanahalli, Bangalore South, Bangalore District, Bengaluru, Karnataka",12.784352,77.503029,560082,No,#N/A
4235,Panchmukhi Hanuman Mandir,Panchmukhi Hanuman Mandir-MaharashtraHeritage,Panchmukhi Hanuman Mandir,4.91,Heritage,Nashik,Nashik District,1,Nasik,Maharashtra,HolidayIQ,"Panchmukhi Hanuman Mandir, Pathardi Fatha Road, Sainath Nagar, Indira Nagar, Nashik, Nashik District, Nashik, Maharashtra",19.980421,73.791537,422009,No,#N/A
4236,Panchmukhi Hanuman Temple,Panchmukhi Hanuman Temple-TelanganaHeritage,Panchmukhi Hanuman Temple,NULL,Heritage,Hyderabad,Hyderabad District,1,Hyderabad,Telangana,HolidayIQ,"Panchmukhi Hanuman Temple, MNJ Road, Red Hills, Asifnagar, Hyderabad District, Hyderabad, Telangana",17.401094,78.462401,500004,No,#N/A
4237,Panchmukhi Hanumanji Temple,Panchmukhi Hanumanji Temple-RajasthanHeritage,Panchmukhi Hanumanji Temple,NULL,Heritage,Jaipur,Jaipur District,1,Jaipur,Rajasthan,HolidayIQ,"Panchmukhi Hanumanji Temple, Shiv Heena Path, Halhrol, Jaipur, Jaipur District, Jaipur, Rajasthan",26.91214,75.791671,302001,No,#N/A
4238,Panchmukhi Mahadevi Temple,Panchmukhi Mahadevi Temple-Madhya PradeshHeritage,Panchmukhi Mahadevi Temple,NULL,Heritage,Orchha,Tikamgarh District,1,Orchha,Madhya Pradesh,HolidayIQ,"Temple, Orchha, Tikamgarh District, Orchha, Madhya Pradesh",25.34576,78.64044,472246,No,#N/A
4239,Panchratan Buddha Mandir,Panchratan Buddha Mandir-GujaratHeritage,Panchratan Buddha Mandir,NULL,Heritage,Valsad,Valsad District,1,Valsad,Gujarat,HolidayIQ,"Panchratan Buddha Mandir, Budh Vihar Road, Jay Nagar, Valsad, Valsad District, Valsad, Gujarat",20.595974,72.928124,396001,No,#N/A
4240,Panchvati Shiv Mandir,Panchvati Shiv Mandir-DelhiHeritage,Panchvati Shiv Mandir,NULL,Heritage,New Delhi,South East Delhi District,1,New Delhi,Delhi,HolidayIQ,"Panchvati Shiv Mandir, Block I2, Sangam Vihar, Kalkaji, South East Delhi District, New Delhi, Delhi",28.495626,77.248565,110080,No,#N/A
4241,Panchvati Temple,Panchvati Temple-PunjabHeritage,Panchvati Temple,NULL,Heritage,Jalandhar,Jalandhar District,1,Jalandhar,Punjab,HolidayIQ,"Panchvati Temple, Manjit Nagar, Basti Guzan, Jalandhar I, Jalandhar District, Jalandhar, Punjab",31.326639,75.550807,144002,No,#N/A
4242,Panchwati Deopur Datt Mandir,Panchwati Deopur Datt Mandir-MaharashtraHeritage,Panchwati Deopur Datt Mandir,NULL,Heritage,Dhule,Dhule District,1,Dhule,Maharashtra,HolidayIQ,"Panchwati Deopur Datt Mandir, Khatik Wada, Dhule, Dhule District, Dhule, Maharashtra",20.909542,74.777686,424002,No,#N/A
4243,Pandalam Palace,Pandalam Palace-KeralaHeritage,Pandalam Palace,3.45,Heritage,NULL,Pathanamthitta District,1,Adoor,Kerala,HolidayIQ,"Pandalam Palace, Adoor, Pathanamthitta District, Kerala",9.234131,76.674804,689501,No,"['temple', 'enemy', 'region', 'palace', 'deity', 'kingdom', 'side', 'bank', 'childhood', 'image', 'idol', 'river', 'descendant', 'foot', 'replica', 'attack', 'festival', 'procession', 'home', 'km']"
4244,Pandava'S Drum,Pandava'S Drum-OdishaHeritage,Pandava'S Drum,4.96,Heritage,NULL,Dhenkanal District,1,Panjim,Odisha,HolidayIQ,"Drum Hardware, NH 55, Motunga, Dhenkanal District, Odisha",20.76243,85.42239,759019,No,#N/A
4245,Pandavgad Fort,Pandavgad Fort-MaharashtraHeritage,Pandavgad Fort,NULL,Heritage,NULL,Satara District,1,Satara,Maharashtra,HolidayIQ,"Pandavgad Fort, MIDC Mandhardevi Road, Wai, Satara District, Maharashtra",17.998776,73.863262,412803,No,"['fort', 'km', 'tourist', 'battle', 'role', 'protection', 'vicinity', 'lake', 'distance', 'rock', 'year', 'attraction', 'feature']"
4246,Panditji Park Shiv Mandir,Panditji Park Shiv Mandir-DelhiHeritage,Panditji Park Shiv Mandir,NULL,Heritage,New Delhi,Central District,1,New Delhi,Delhi,HolidayIQ,"Panditji Park Shiv Mandir, Nehru Vihar, Civil Lines, Central District, New Delhi, Delhi",28.713025,77.219959,110054,No,#N/A
4247,Pandua,Pandua-West BengalHeritage,Pandua,NULL,Heritage,Malda,Maldah District,1,English Bazar,West Bengal,HolidayIQ,"English Bazar Medical Store, English Bazar, Maldah District, Malda, West Bengal",25.00068,88.14138,732101,No,"['capital', 'city', 'year', 'significance', 'district', 'ruin', 'din', 'gaur', 'period', 'sam']"
4248,Panchmukhi Hanuman Mandir,Panchmukhi Hanuman Mandir-DelhiHeritage,Panchmukhi Hanuman Mandir,NULL,Heritage,New Delhi,West District,1,New Delhi,Delhi,HolidayIQ,"Panchmukhi Hanuman Mandir, Najafgarh Road, Nilothi, Punjabi Bagh, West District, New Delhi, Delhi",28.6585,77.044285,110041,No,#N/A
4249,Pandurang Temple,Pandurang Temple-MaharashtraHeritage,Pandurang Temple,NULL,Heritage,NULL,Pune District,1,Pune,Maharashtra,HolidayIQ,"Pandurang Temple, Haveli, Pune District, Maharashtra",18.426425,73.839667,411046,No,#N/A
4250,Panduranga Temple,Panduranga Temple-KarnatakaHeritage,Panduranga Temple,NULL,Heritage,Mysuru,Mysore District,1,Mysore,Karnataka,HolidayIQ,"Panduranga Temple, 4th Cross Road, Block M, Vivekananda Nagar, Mysore, Mysore District, Mysuru, Karnataka",12.277514,76.62215,570023,No,#N/A
4251,Pangarh Fort,Pangarh Fort-KarnatakaHeritage,Pangarh Fort,NULL,Heritage,NULL,Bijapur District,1,Bijapur,Karnataka,HolidayIQ,"Bijapur, Bijapur District, Karnataka",16.824875,75.715864,0,No,"['lake', 'century', 'fishing', 'km', 'population', 'traveller', 'practises']"
4252,Panhala Fort,Panhala Fort-MaharashtraHeritage,Panhala Fort,4.18,Heritage,Panhala,Kolhapur District,1,Panhala,Maharashtra,HolidayIQ,"Panhala Fort, Panhala, Kolhapur District, Panhala, Maharashtra",16.80943,74.109104,416201,No,"['fort', 'gate', 'inscription', 'year', 'courtyard', 'attraction', 'lotus', 'slab', 'wall', 'monument', 'shape', 'region', 'km', 'ruler', 'ad', 'spot', 'empire', 'lion', 'side']"
4253,Panipat Museum,Panipat Museum-HaryanaHeritage,Panipat Museum,4.02,Heritage,Panipat,Panipat District,1,Panipat,Haryana,HolidayIQ,"Panipat Museum, National Fertilizer Ltd Area, Panipat, Panipat District, Panipat, Haryana",29.356676,76.953971,132106,No,"['museum', 'form', 'battle', 'region', 'attempt', 'deposit', 'hero', 'artefact', 'pottery', 'archaeology', 'sculpture', 'display', 'inscription', 'object', 'warrior', 'armoury', 'write', 'ceramic', 'photo', 'antiquity']"
4254,Panjim Church,Panjim Church-GoaHeritage,Panjim Church,4.69,Heritage,Panaji,North Goa District,1,Panjim,Goa,HolidayIQ,"Panjim Church, Avenida Teofilo Braga Road, Electricity Colony, Altinho, Tiswadi, North Goa District, Panaji, Goa",15.485845,73.830872,403001,No,"['size', 'bell', 'parish', 'church', 'staircase', 'century']"
4255,Pankhe Wali Masjid,Pankhe Wali Masjid-DelhiHeritage,Pankhe Wali Masjid,NULL,Heritage,New Delhi,South District,1,New Delhi,Delhi,HolidayIQ,"Pankhe Wali Masjid, Kalka Das Marg, Ladha Sarai, Mehrauli, Hauz Khas, South District, New Delhi, Delhi",28.51094,77.177711,110030,No,#N/A
4256,Panna Palace,Panna Palace-Uttar PradeshHeritage,Panna Palace,NULL,Heritage,Agra,Agra District,1,Agra,Uttar Pradesh,HolidayIQ,"Panna Palace Cinema Theater, Shamsabad Road, Kaveri Vihar Phase 2, Shamsabad, Agra, Agra District, Agra, Uttar Pradesh",27.141708,78.046094,282001,No,#N/A
4257,Pannaiyar Samuthaya Mariamman Kovil,Pannaiyar Samuthaya Mariamman Kovil-Tamil NaduHeritage,Pannaiyar Samuthaya Mariamman Kovil,NULL,Heritage,Thoothukkudi,Thoothukkudi District,1,Tuticorin,Tamil Nadu,HolidayIQ,"Pannaiyar Samuthaya Mariamman Kovil, Bryant Nagar, Thoothukkudi, Thoothukkudi District, Thoothukkudi, Tamil Nadu",8.791273,78.138048,628008,No,#N/A
4258,Panorama Science Museum,Panorama Science Museum-HaryanaHeritage,Panorama Science Museum,NULL,Heritage,NULL,Kurukshetra District,1,Kurukshetra,Haryana,HolidayIQ,"Electronic Science Department Kurukshetra University, Pehowa, Kurukshetra District, Haryana",29.965501,76.710563,136119,No,#N/A
4259,Pant Nagar Cave Temple,Pant Nagar Cave Temple-DelhiHeritage,Pant Nagar Cave Temple,NULL,Heritage,New Delhi,South East Delhi District,1,New Delhi,Delhi,HolidayIQ,"Pant Nagar Cave Temple, Pant Nagar, Defence Colony, South East Delhi District, New Delhi, Delhi",28.585952,77.24362,110014,No,#N/A
4260,Pap Mochani Temple,Pap Mochani Temple-RajasthanHeritage,Pap Mochani Temple,4.49,Heritage,Pushkar,Ajmer District,1,Pushkar,Rajasthan,HolidayIQ,"Temple, Ajmer, Ajmer District, Pushkar, Rajasthan",26.487758,74.55796,305022,No,#N/A
4261,Papal Seminary Chapel,Papal Seminary Chapel-MaharashtraHeritage,Papal Seminary Chapel,NULL,Heritage,Pune,Pune District,1,Pune,Maharashtra,HolidayIQ,"Papal Seminary Chapel, Ramawadi, Pune City, Pune District, Pune, Maharashtra",18.5543,73.9089,411014,No,#N/A
4262,Papanatha Temple,Papanatha Temple-KarnatakaHeritage,Papanatha Temple,NULL,Heritage,Badami,Bagalkot District,1,Badami,Karnataka,HolidayIQ,"Shiva Temple, Anand Nagar, Badami, Bagalkot District, Badami, Karnataka",15.923817,75.68196,587201,No,#N/A
4263,Paper Museum,Paper Museum-DelhiHeritage,Paper Museum,NULL,Heritage,New Delhi,South District,1,New Delhi,Delhi,HolidayIQ,"Sanskriti Museum of Indian Terracotta, Anand Gram, Hauz Khas, South District, New Delhi, Delhi",28.485062,77.127475,110030,No,#N/A
4264,Paradesi Synagogue,Paradesi Synagogue-KeralaHeritage,Paradesi Synagogue,4.17,Heritage,Kochi,Ernakulam District,1,Kochi (Cochin),Kerala,HolidayIQ,"Jewish Synagogue, Synagogue Lane, Jewtown, Kappalandimukku, Mattancherry, Kochi, Ernakulam District, Kochi, Kerala",9.957462,76.259301,682002,No,"['synagogue', 'member', 'class', 'people', 'community', 'floor', 'land', 'area', 'copper', 'glass', 'tile', 'plate', 'city', 'slave', 'right', 'hand', 'exile', 'mixture', 'object', 'crown']"
4265,Panduranga Temple,Panduranga Temple-TelanganaHeritage,Panduranga Temple,NULL,Heritage,Hyderabad,Medchal Malkajgiri District,1,Hyderabad,Telangana,HolidayIQ,"Panduranga Temple, Moosapet Cross Road, Irrigation Employees Colony, Moosapet, Balanagar, Medchal Malkajgiri District, Hyderabad, Telangana",17.469533,78.419864,500018,No,#N/A
4266,Parakkottu Kavu Temple,Parakkottu Kavu Temple-KeralaHeritage,Parakkottu Kavu Temple,NULL,Heritage,Thrissur,Thrissur District,1,Thrissur (Trichur),Kerala,HolidayIQ,"Temple, Thrissur, Thrissur District, Thrissur, Kerala",10.477407,76.259865,680306,No,#N/A
4267,Param Hans Dham,Param Hans Dham-RajasthanHeritage,Param Hans Dham,NULL,Heritage,Jaipur,Jaipur District,1,Jaipur,Rajasthan,HolidayIQ,"Param Hans Dham, Gopalpura Bypass, Surya Nagar, Gopalpura, Sanganer, Jaipur District, Jaipur, Rajasthan",26.874574,75.776149,302015,No,#N/A
4268,Paramahansanath Temple,Paramahansanath Temple-OdishaHeritage,Paramahansanath Temple,NULL,Heritage,NULL,Cuttack District,1,Cuttack,Odisha,HolidayIQ,"Temple, Choudwar, Cuttack District, Odisha",20.511276,85.89772,754026,No,#N/A
4269,Paramasatyaseva Mandir,Paramasatyaseva Mandir-OdishaHeritage,Paramasatyaseva Mandir,NULL,Heritage,Cuttack,Cuttack District,1,Cuttack,Odisha,HolidayIQ,"Paramasatyaseva Mandir, Shrivihar Colony, Masik Patna Colony, Cuttack M Corp PS, Cuttack District, Cuttack, Odisha",20.481218,85.857918,753008,No,#N/A
4270,Parambussery Shree Krishna Swami Temple,Parambussery Shree Krishna Swami Temple-KeralaHeritage,Parambussery Shree Krishna Swami Temple,NULL,Heritage,Angamaly,Ernakulam District,1,Angamaly,Kerala,HolidayIQ,"Temple, Aluva, Ernakulam District, Angamaly, Kerala",10.202335,76.382514,683572,No,#N/A
4271,Paramekavu Bhagavathy Temple,Paramekavu Bhagavathy Temple-KeralaHeritage,Paramekavu Bhagavathy Temple,4.61,Heritage,NULL,Thrissur District,1,Thrissur (Trichur),Kerala,HolidayIQ,"Shree Bhuvaneswary Bhagavathy Temple, Thrissur, Thrissur District, Kerala",10.455882,76.154952,680641,No,"['temple', 'city', 'ad', 'form', 'century']"
4272,Paramhans Advait Math Mandir,Paramhans Advait Math Mandir-HaryanaHeritage,Paramhans Advait Math Mandir,NULL,Heritage,Panchkula,Panchkula District,1,Panchkula,Haryana,HolidayIQ,"Paramhans Advait Math Mandir, Sector 6 MDC, Panchkula, Panchkula District, Panchkula, Haryana",30.721385,76.851035,134114,No,#N/A
4273,Paranda Fort,Paranda Fort-MaharashtraHeritage,Paranda Fort,4.94,Heritage,Paranda,Osmanabad District,1,Osmanabad,Maharashtra,HolidayIQ,"Paranda Fort, Paranda, Osmanabad District, Paranda, Maharashtra",18.270059,75.452819,413502,No,"['fort', 'one', 'bastion', 'king', 'construction', 'traversal', 'example', 'water', 'mosque', 'architecture', 'headquarters', 'redoubt', 'tehsil', 'wall', 'gate', 'passage', 'distance', 'km', 'rampart', 'gun']"
