,Attraction,Keywords
1025,"ISKCON Amritsar, Sri Sri Radha Gokulananda Temple ","['temple', 'distance', 'attraction', 'city', 'tourist', 'family', 'stall', 'rickshaw', 'organization', 'cost', 'part', 'winter', 't', 'month', 'heart', 'book', 'item', 'time', 'site', 'god']"
1026,"ISKCON Bangalore, Sri Sri Lakshmi Narasimha Temple ","['temple', 'pm', 'deity', 'gold', 'family', 'flag', 'court', 'parking', 'stream', 'kalash', 'year', 'marble', 'post', 'bangalore.,one', 'food', 'shikara', 'drinking', 'shrine', 'water', 'world']"
1027,"ISKCON Imphal, Sri Sri Radha Krishnacandra Temple ","['temple', 'stone', 'festival', 'flower', 'idol', 'epic', 'devotee', 'day', 'bank', 'style', 'tale', 'hymn', 'premise', 'marble', 'roof', 'painting', 'coating', 'cement', 'lighting', 'impression']"
1028,"ISKCON Kanpur, Sri Sri Radha Madhav Temple ","['pm', 'temple', 'restaurant', 'book', 'idol', 'break', 'juice', 'acre', 'sweet', 'tourist', 'marble', 'pond', 'cow', 'city', 'fountain', 'snack', 'daily.,devotees', 'story', 'road', 'epic']"
1029,ISKCON Sri Krishna Balarama Temple ,"['temple', 'share', 'midday', 'meal', 'model', 'schoolchildren', 'similarity', 'city', 'devotee']"
1030,ISKCON Sri Radha Krishna-Chandra Mandir ,"['shrine', 'gold', 'society', 'learning', 'temple', 'rickshaw', 'city', 'transportation', 'part', 'deity', 'aim', 'devotee', 'sculpture', 'post', 'activity', 'auto', 'segment', 'region', 'others', 'manner']"
1031,ISKCON Sri Sri Radha Govinda Mandir ,"['temple', 'festival', 'wall', 'hall', 'terrace', 'floor', 'gaiety', 'kirtan', 'cost', 'crystal', 'crore', 'part', 'building', 'tourist', 'shrine.,some', 'attraction', 'panel', 'scripture', 'pillar', 'area']"
1032,ISKCON Temple ,"['temple', 'priest', 'festival', 'section', 'area', 'hall', 'aartis', 'deity', 'level', 'room', 'member', 'purpose', 'serviceman', 'complex', 'follower', 'cult', 'terrain']"
1033,Huzoor Palace ,"['semi', 'fountain', 'portico', 'water', 'palace', 'pillar', 'timber', 'roof', 'garden', 'circular']"
1034,"ISKCON, Math Chowmuhani ","['gift', 'society', 'garden', 'hall', 'life', 'house', 'office', 'library', 'goshala', 'devotee', 'jewel', 'part', 'terrace', 'exception', 'road', 'door', 'crystal', 'public', 'transport', 'top']"
1035,Island Museum Of Nagarjunakonda ,"['museum', 'ferry', 'statue', 'island', 'service', 'site', 'relic', 'stupa', 'life', '1950s', 'art', 'availability', 'viharas', 'monk', 'pm', 'manmade', 'collection', 'chaityas', 'mandapams', 'ear']"
1036,Ita Fort ,"['fort', 'region', 'gate', 'testimony', 'guardian', 'stone', 'metre', 'marvel', 'city', 'kingdom', 'man', 'construction', 'complex', 'yesteryear', 'root', 'district', 'capital', 'century', 'area', 'side']"
1037,Itapukhur And Padum Pukhuri ,"['pond', 'attraction', 'sightseeing', 'distance', 'lotus', 'flower', 'km']"
1038,Itmad-ud-Daulah Tomb ,"['tomb', 'construction', 'year', 'visit', 'detail', 'marble', 'jewel', 'present', 'ceiling', 'title', 'bank', 'father', 'design', 'style', 'death', 'court', 'difference', 'carving', 'floor', 'painting']"
1039,Jadayupureeswara Temple ,"['temple', 'region', 'image', 'celebration', 'exterior', 'episode', 'attraction', 'vicinity', 'shrine', 'interior']"
1040,Jafarganj Cemetery ,"['cemetery', 'number', 'family', 'ground', 'member', 'palace', 'mile', 'area', 'tomb', 'acre']"
1041,Jag Mandir ,"['palace', 'refuge', 'tree', 'pavilion', 'structure', 'reign', 'tower', 'hall', 'side', 'party', 'summer', 'residence', 'corner', 'yew', 'colonnade', 'bush', 'island', 'elephant', 'cupola', 'style']"
1042,Jaganmohan Palace ,"['painting', 'museum', 'family', 'art', 'fire', 'retreat', 'completion', 'antique', 'construction', 'gallery', 'event', 'style', 'history', 'collection', 'concert', 'painter', 'time', 'room', 'dance', 'home']"
1043,Jagannath Temple ,"['temple', 'tourist', 'attraction', 'interest', 'rickshaw', 'something', 'site', 'sibling', 'incarnation', 'sanctum', 'devotee', 'month', 'auto', 'morning', 'height', 'replica', 'visit', 'portion', 'sanctorum', 'taxi']"
1044,Jagatjit Palace ,"['palace', 'architecture', 'past', 'area', 'construction', 'park', 'clock', 'artefact', 'figure', 'painting', 'attraction', 'architect', 'tourist', 'building', 'front', 'sq', 'metre']"
1045,Jagdish Temple ,"['temple', 'storey', 'shrine', 'spire', 'stone', 'hall', 'architecture', 'image', 'pillar', 'elephant', 'musician', 'inscription', 'skyline', 'complex', 'piece', 'porch', 'horseman', 'mind', 'style', 'sculpture']"
1046,Jagmandir Palace ,"['palace', 'crystal', 'sandstone', 'lake', 'ad', 'king', 'water', 'queen', 'pleasure', 'dome', 'reflection', 'year', 'past', 'cenotaph', 'wall', 'boat', 'tourist', 'monument', 'ride', 'middle']"
1047,Jahan Kosha Cannon ,"['cannon', 'century', 'replica', 'prophet', 'kilometre', 'lb', 'footprint', 'craftsman', 'ft', 'length', 'mosque']"
1048,Jahangir Mahal ,"['courtyard', 'mahal', 'hall', 'palace', 'building', 'stone', 'wife', 'style', 'pier', 'carving', 'gateway', 'bracket', 'zenana', 'veranda', 'front', 'crossbeam', 'column', 'household', 'woman']"
1049,Jahaz Mahal ,[]
1050,ISKCON Temple ,"['temple', 'movement', 'life', 'belief', 'love', 'idol', 'soul', 'outskirt', 'part', 'pooja', 'deity', 'knowledge', 'devotee', 'activity', 'package', 'name', 'teaching', 'ideology', 'basis', 'city']"
1051,Jai Gurudev Ashram ,"['temple', 'tourist', 'spot', 'pilgrim', 'feature', 'architecture', 'donation', 'pilgrimage', 'kind', 'ashram', 'attraction', 'side', 'order']"
1052,Iskcon Temple ,"['temple', 'tapasya', 'sankeerthana', 'area', 'site', 'centre', 'word', 'rishis', 'year', 'incarnation', 'attraction', 'bank', 'history', 'saint', 'tourist', 'acre', 'movement', 'region', 'group']"
1053,ISKCON Temple ,"['temple', 'pm', 'hall', 'form', 'cost', 'crore', 'village', 'family', 'prasadam', 'food', 'night', 'devotee', 'idol', 'ambience', 'shrine', 'administration', 'outskirt', 'gaiety', 'restaurant', 'conference']"
1054,Jagannath Temple ,"['temple', 'century', 'concept', 'year', 'top', 'style', 'hill', 'king', 'city', 'miniature', 'fort', 'km']"
1055,Jai Vilas Mahal ,"['palace', 'style', 'room', 'structure', 'house', 'sword', 'period', 'part', 'present', 'attraction', 'ruling', 'tonne', 'museum', 'furniture', 'family', 'chandelier', 'combination']"
1056,Jai Vilas Palace Museum (Scindia Museum) ,"['hall', 'museum', 'table', 'city', 'fee', 'heart', 'tourist', 'silver', 'carpet', 'building', 'history', 'style', 'chandelier', 'reign', 'staircase', 'house', 'crystal', 'foreigner', 'leaf', 'pm']"
1057,Jaigad Fort ,"['sea', 'century', 'distance', 'convergence', 'view', 'history', 'side', 'fort', 'cliff', 'km']"
1058,Jaigarh Fort ,"['fort', 'cannon', 'city', 'km', 'year', 'century', 'tourist', 'road', 'supply', 'couple', 'building', 'spot', 'puppet', 'state', 'storage', 'era', 'purpose', 'coin', 'hill', 'barrel']"
1059,Jain Glass Temple ,"['temple', 'mural', 'glass', 'worship', 'arch', 'community', 'teaching', 'style', 'work', 'floor', 'ceiling', 'statue', 'foundation', 'highlight', 'devotee', 'marble', 'mirror', 'display', 'scripture']"
1060,Jain Mandir ,"['temple', 'idol', 'carving', 'work', 'jade']"
1061,Jain Museum ,"['museum', 'sculpture', 'collection', 'building', 'temple', 'step', 'destination', 'figure', 'side', 'entrance', 'statue', 'form']"
1062,Jain Temple ,"['community', 'city']"
1063,Jagannath Temple ,"['temple', 'capital', 'heritage', 'confluence', 'patha', 'base', 'monument', 'site', 'colour', 'beauty', 'time', 'idol', 'orange', 'traveller', 'style', 'inside', 'architecture', 'impression', 'exterior', 'pillar']"
1064,Jain Temples ,"['temple', 'complex', 'fort', 'architecture', 'style', 'rickshaw', 'century', 'figure', '12th', 'manuscript', 'painting', 'animal', 'significance', 'wall', 'rikhabdevji', 'construction', 'traveller', 'auto', 'group']"
1065,Jahangir Mahal ,"['painting', 'palace', 'elephant', 'room', 'mahal', 'mural', 'part', 'turquoise', 'ornate', 'bird', 'devotee', 'fort', 'style', 'terrace', 'queen', 'epic', 'east', 'city', 'apartment', 'structure']"
1066,Jaisalmer Fort ,"['fort', 'foot', 'style', 'visitor', 'tourist', 'rickshaw', 'population', 'quarter', 'city', 'side', 'source', 'ruler', 'fusion', 'miniature', 'architecture', 'wall', 'resident', 'water', 'hill', 'bastion']"
1067,Jakhu Temple ,"['temple', 'level', 'kilometer', 'hill', 'city', 'top', 'altitude', 'forest', 'monkey', 'traveler', 'meter', 'sea']"
1068,Jal Mahal ,"['lake', 'family', 'guest', 'floor', 'structure', 'summer', 'resort', 'palace', 'water', 'bird', 'renovation', 'roof', 'style', 'rainfall', 'garden', 'beauty', 'traveller', 'purpose', 'storey', 'season']"
1069,Jala Manzil ,['structure']
1070,Jalakandeswarar Temple ,"['temple', 'deity', 'region', 'height', 'location', 'scarcity', 'water', 'time', 'local', 'moat', 'form']"
1071,Jahaz Mahal ,"['palace', 'din', 'image', 'terrace', 'lake', 'site', 'harem', 'pavilion', 'antiquity', 'vessel', 'century', 'son', 'gallery', 'utensil', 'storey', 'south', 'balcony', 'stone', 'fragment', 'mahal']"
1072,Jaldevi Mandir ,"['temple', 'year', 'day', 'idol']"
1073,Jallianwala Bagh ,"['people', 'garden', 'memorial', 'site', 'bullet', 'troop', 'foot', 'incident', 'homage', 'mark', 'fire', 'freedom', 'stone', 'portrait', 'tourist', 'exhibit', 'round', 'park', 'spot', 'shape']"
1074,Jalore Fort ,"['fort', 'gate', 'palace', 'temple', 'hill', 'mosque', 'post', 'area', 'reservoir', 'century', 'foot', 'mile', 'shrine', 'ft', 'country', 'width', 'din', 'government', 'water', 'ascent']"
1075,Jalpaiguri Rajbari ,"['palace', 'building', 'spot', 'structure', 'king', 'tourist', 'temple', 'concrete', 'local', 'garden', 'architecture', 'pond', 'remnant', 'sightseeing', 'gate', 'portico', 'refuge', 'yesteryear', 'designing', 'estate']"
1076,Jalpesh Temple ,"['temple', 'site', 'year', 'mela', 're', 'government', 'hill', 'ad', 'dynasty', 'successor', 'king', 'people', 'bulk', 'distance', 'jungle', 'century', 'fund', 'history', 'help', 'town']"
1077,Jama Masjid ,"['devotee', 'tourist', 'attraction', 'masjid', 'number', 'premise', 'vicinity', 'bath', 'mosque', 'style', 'architecture', 'city', 'landmark', 'prayer']"
1078,Jain Mandir ,"['temple', 'appearance', 'idol', 'structure', 'lotus', 'sculpture', 'carafe', 'serpent', 'figurine', 'lid', 'carving', 'water', 'century', 'deity', 'year', 'liana', 'construction', 'elephant', 'state', 'spire']"
1079,Jain Temple ,"['temple', 'idol', 'village', 'distance', 'deity', 'km', 'people', 'intervention', 'road', 'cave', 'facility', 'year', 'devotee', 'basement', 'month', 'then.,one', 'offering', 'arrangement', 'way', 'summer']"
1080,Jain Temple ,"['temple', 'idol', 'division', 'family', 'poem', 'community', 'area', 'site', 'chamber', 'poet', 'deity', 'segment', 'year', 'shrine', 'granite', 'vicinity', 'suburb', 'century', 'head', 'altar']"
1081,Jain Temple ,"['temple', 'stone', 'sanctum', 'marble', 'entrance', 'level', 'deity', 'faith', 'pattern', 'railway', 'figure', 'stair', 'station']"
1082,Jain Temples ,"['shrine', 'century', 'temple', 'number', 'image', 'fresco']"
1083,Jain Temples ,"['temple', 'way', 'terrain', 'home', 'crest', 'follower', 'route', 'hill', 'trekking', 'area', 'region']"
1084,Jal Mahal ,"['tank', 'water', 'mahal', 'form', 'building', 'year', 'colour', 'minaret', 'supervision', 'style', 'design', 'remains', 'pattern', 'chamber', 'ceiling', 'staircase', 'officer', 'painting', 'combination', 'time']"
1085,Jama Masjid Shopian ,"['journey', 'waypoint', 'period', 'road', 'mosque', 'stopover', 'point']"
1086,Jami Masjid ,"['mausoleum', 'pillar', 'ruler', 'chain', 'century', 'court', 'stuff', 'assortment', 'crystal', 'door', 'pattern', 'ceiling', 'chandelier', 'howdah', 'throne', 'palanquin', 'silver', 'tourist', 'elephant', 'tomb']"
1087,Jama Masjid ,"['mosque', 'period', 'year', 'courtyard', 'street', 'time', 'measure', 'rupee', 'prayer', 'people', 'shape', 'hour', 'worker', 'effort', 'm.', 'm', 'marble', 'floor', 'lakh', 'premise']"
1088,Jama Masjid ,"['mosque', 'courtyard', 'chhajja', 'roof', 'complex', 'prayer', 'stair', 'podium', 'side', 'dome', 'tile', 'hall', 'dalan', 'tomb', 'inscription', 'entrance', 'highlight', 'chhatri', 'element', 'design']"
1089,Jama Masjid ,"['pillar', 'mosque', 'building', 'prayer', 'trunk', 'structure', 'monument', 'time', 'dome', 'hall', 'path', 'spire', 'style', 'tower', 'architecture', 'compound', 'piece']"
1090,Jantar Mantar ,"['instrument', 'monument', 'observatory', 'mantar', 'calculation', 'city', 'palace', 'world', 'shape', 'time', 'altitude', 'word', 'size', 'formula', 'jantar', 'eclipse', 'occurrence', 'stone']"
1091,Jaswant Thada ,"['cenotaph', 'marble', 'ruler', 'memory', 'view', 'royal', 'landmark', 'hill', 'commemoration', 'surface', 'fee', 'sun', 'terrace', 'glow', 'crematorium', 'site', 'sheet', 'ray', 'portrait', 'memorial']"
1092,Jama Masjid ,"['facade', 'mosque', 'entrance', 'minars', 'tower']"
1093,Jatmai Temple ,"['waterfall', 'temple', 'tower', 'km', 'forest', 'top', 'picnic', 'locale', 'spot', 'idol', 'character', 'devotion', 'flow', 'look', 'visit.,but', 'family', 'mural', 'shikharas', 'enthusiasm', 'time']"
1094,Jatoli Shiv Temple ,"['temple', 'fair', 'pilgrim', 'town', 'festival', 'spot', 'km']"
1095,Jaugarh ,"['inscription', 'temple', 'edict', 'sati', 'code', 'leaf', 'mukhasala', 'shore', 'door', 'timeless', 'style', 'fort', 'history', 'district', 'roof', 'image', 'manuscript', 'smokescreen', 'plate', 'culture']"
1096,Jauhar Kund ,"['tank', 'water', 'woman', 'fort', 'sati', 'stream', 'river', 'source', 'self', 'harem', 'palace', 'supply', 'suicide', 'immolation', 'surroundings', 'attraction', 'architecture', 'history', 'tributary', 'temple']"
1097,Javari Temple ,"['temple', 'name', 'm', 'title', 'exterior', 'structure', 'figure', 'land', 'east', 'beauty', 'carving', 'maiden', 'deity', 'tower', 'architecture', 'entrance', 'dimension', 'owner', 'length', 'breadth']"
1098,Jawahar Kala Kendra ,"['art', 'theatre', 'center', 'festival', 'program', 'craft', 'time', 'room', 'aim', 'seminar', 'hostel', 'block', 'display', 'connoisseur', 'family', 'workshop', 'city', 'auditorium', 'hub', 'theatre.,jawahar']"
1099,Jama Masjid ,"['memorial', 'mosque', 'agreement', 'part', 'region', 'house', 'ruler', 'heart', 'state', 'capital']"
1100,Jawaharlal Nehru State Museum ,"['workshop', 'section', 'museum', 'art', 'instrument', 'yesteryear', 'book', 'handicraft', 'grab', 'government', 'collection', 'manufacturing', 'library', 'attraction', 'gallery', 'attention', 'procedure', 'centre', 'gamut', 'woodcarving']"
1101,Jama Masjid ,"['mosque', 'importance', 'sanctum', 'minaret', 'artisan', 'monument', 'dexterity', 'tourist', 'series', 'alabaster', 'cupola', 'scale', 'feature', 'renovation', 'marble', 'distance', 'eye', 'interior', 'pond', 'arch']"
1102,Jeevanandam Statue ,"['orator', 'statue', 'forerunner', 'movement', 'region', 'election']"
1103,Jama Masjid ,"['building', 'compartment', 'front', 'water', 'court', 'arch', 'design', 'traveler', 'side', 'dome', 'row', 'vault', 'canal', 'system', 'mosque', 'pillar', 'tank', 'middle']"
1104,Jhalawar Fort (Garh Palace) ,"['example', 'home', 'fresco', 'centre', 'mirror', 'office', 'ad', 'town', 'wall', 'fort']"
1105,Jama Masjid ,"['mosque', 'ruler', 'bank', 'year', 'prayer']"
1106,Jhansi Museum ,"['museum', 'weapon', 'collection', 'ruler', 'time', 'gallery', 'statue', 'structure', 'coin', 'city', 'king', 'terracotta', 'bronze', 'picture', 'life', 'dress', 'attraction', 'history', 'manuscript', 'arsenal']"
1107,Jhargram ,"['attraction', 'palace', 'km', 'idol', 'stone', 'tourist', 'accomodation', 'rose', 'heritage', 'garden']"
1108,Jama Masjid ,"['mosque', 'governor', 'mosaic', 'plaster', 'panel', 'minaret', 'architecture']"
1109,Jhulta Minar ,"['minaret', 'motion', 'part', 'mystery', 'mechanism', 'arc', 'vibration', 'force']"
1110,Jijamata Palace ,"['palace', 'attraction', 'person', 'protection', 'mother', 'structure', 'rule', 'value', 'ruin', 'spirit', 'grandeur', 'death', 'time', 'greatness', 'extent', 'lady']"
1111,Jirawal Temple ,"['dharamshalas', 'kulikas', 'building', 'architecture', 'shrine', 'style', 'temple', 'pilgrimage', 'centre', 'kalamandap', 'dev', 'site', 'community']"
1112,Jama Masjid ,"['masjid', 'entrance', 'mosque', 'dome', 'room', 'attraction', 'gate', 'roof', 'direction', 'pot', 'prayer', 'side', 'pillar', 'capital', 'rampart']"
1113,Jod Gumbaz ,"['tomb', 'memory', 'assistance', 'structure', 'traitor', 'emperor']"
1114,Jogighopa And Pancharatna ,"['bank', 'km', 'cubicle', 'period', 'rock', 'remains', 'monk', 'site', 'ruin', 'cut']"
1115,Jogomaya Kalibari ,"['temple', 'celebration', 'site', 'complex', 'tourist', 'shrine', 'idol', 'flock']"
1116,Jorhat ,"['research', 'tea', 'attraction', 'centre', 'investigation', 'tourist', 'industry', 'garden', 'variety', 'soil', 'distance', 'plant', 'herb', 'experiment', 'km']"
1117,Joynagar ,"['collection', 'century', 'destination', 'township', 'figurine', 'image', 'terracotta', 'manuscript', 'stone']"
1118,Jantar Mantar ,"['instrument', 'position', 'body', 'azimuth', 'star', 'structure', 'monument', 'city', 'altitude', 'site', 'observatory', 'movement', 'time', 'minute', 'sun', 'calculation', 'eclipse', 'heart', 'capital']"
1119,Jujhar Singh Palace ,"['room', 'architecture', 'dome', 'palace', 'building', 'son', 'interior', 'floor', 'storey', 'style', 'part', 'plan', 'ground', 'lotus', 'hall']"
1120,Juma Masjid ,"['mosque', 'mausoleum', 'cupboard', 'qutub', 'hair', 'deerskin', 'dome', 'footprint', 'style', 'father', 'son', 'marble', 'pillar', 'grandson', 'founder', 'amalgamation', 'beard', 'sandal', 'tribute', 'side']"
1121,Jumma Masjid ,"['mosque', 'city', 'prayer', 'tourist', 'monument', 'anniversary', 'light', 'minaret', 'facade', 'death', 'edifice', 'day', 'minars', 'premise', 'ornate', 'flower', 'historian', 'motif', 'ground', 'pillar']"
1122,Jantar Mantar ,"['astronomy', 'observatory', 'scholar', 'structure', 'building', 'planet', 'construction', 'measurement', 'star', 'rickshaw', 'traveller', 'establishment', 'taxi', 'form', 'manual', 'motion', 'result', 'combination', 'instrument', 'declination']"
